Age,BusinessTravel,DailyRate,EducationField,EmployeeCount,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,JobRole
30,Travel_Rarely,1275,Medical,1,Married,5775,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9,No,Research & Development,28.0,2.0,441.0,4.0,Female,64.0,3.0,2.0,4.0,Research Scientist
31,Travel_Frequently,798,Life Sciences,1,Married,8943,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9,No,,7.0,2.0,442.0,3.0,Female,48.0,2.0,3.0,,Manufacturing Director
39,Travel_Frequently,672,Medical,1,Married,19272,21141,1,Y,No,15,3,1,80,1,21,2,3,21,9,13,3,No,Research & Development,7.0,2.0,444.0,3.0,Male,54.0,,5.0,4.0,Manager
39,Travel_Rarely,1162,Medical,1,Married,5238,17778,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0,Yes,saLES,3.0,2.0,445.0,,Female,41.0,3.0,2.0,3.0,Sales Executive
33,Travel_Frequently,508,Marketing,1,Single,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1,No,Sales,10.0,3.0,446.0,2.0,Male,46.0,2.0,2.0,4.0,Sales Executive
47,Travel_Rarely,1482,Life Sciences,1,Married,18300,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1,No,Research & Development,5.0,5.0,447.0,4.0,Male,4.0,3.0,5.0,3.0,Research Director
43,Travel_Frequently,559,Life Sciences,1,Divorced,5257,6227,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0,No,Research & Development,10.0,4.0,4.0,3.0,Female,82.0,2.0,2.0,3.0,Laboratory Technician
27,Non-Travel,210,Marketing,1,Married,6349,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4,No,Sales,1.0,1.0,449.0,3.0,Male,73.0,3.0,2.0,2.0,Sales Executive
54,Travel_Frequently,928,Life Sciences,1,Single,4869,16885,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3,No,Research & ,20.0,4.0,,4.0,Female,31.0,3.0,2.0,3.0,Research Scientist
43,Travel_Rarely,1001,Life Sciences,1,Married,9985,9262,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0,No,Research & Development,,3.0,451.0,3.0,Female,43.0,3.0,,1.0,Healthcare Representative
45,Travel_Rarely,549,Other,1,Married,3697,9278,9,Y,No,14,3,1,80,2,12,3,3,10,9,9,8,No,Research & Development,8.0,4.0,452.0,4.0,Male,75.0,3.0,,4.0,Research Scientist
40,Travel_Rarely,1124,Medical,1,Married,7457,13273,2,Y,Yes,22,4,3,80,3,6,2,2,4,3,0,2,No,Sales,1.0,2.0,453.0,2.0,Male,57.0,,2.0,4.0,Sales Executive
29,Travel_Rarely,318,Other,1,Married,2119,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7,Yes,ReSeArCh & DEveLopmeNT,8.0,4.0,454.0,2.0,Male,,1.0,1.0,1.0,Laboratory Technician
29,Travel_Rarely,738,Other,1,Single,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2,No,Research & Development,9.0,5.0,455.0,2.0,Male,30.0,2.0,,4.0,Laboratory Technician
30,Travel_Rarely,570,Marketing,1,Divorced,6118,5431,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2,No,saLeS,5.0,3.0,456.0,4.0,Female,30.0,2.0,2.0,3.0,Sales Executive
27,Travel_Rarely,1130,Marketing,1,Married,6214,3415,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7,No,Sales,8.0,4.0,458.0,2.0,Female,56.0,3.0,2.0,2.0,Sales Executive
37,Travel_Rarely,1192,Medical,1,Divorced,6347,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4,No,Research & Development,5.0,2.0,460.0,4.0,Male,61.0,3.0,2.0,4.0,Manufacturing Director
38,Travel_Rarely,343,Life Sciences,1,Divorced,11510,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9,No,Research & Development,15.0,2.0,,3.0,Ma,92.0,2.0,3.0,4.0,Research Director
31,Travel_Rarely,1232,Medical,1,Single,7143,25713,1,Y,Yes,14,3,3,80,0,11,2,2,11,9,4,10,No,Research & Development,7.0,4.0,4.0,3.0,Female,39.0,3.0,3.0,4.0,Manufacturing Director
29,Travel_Rarely,144,Marketing,1,Divorced,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7,No,Sales,10.0,1.0,463.0,4.0,Female,39.0,,2.0,2.0,Sales Executive
35,Travel_Rarely,1296,Technical Degree,1,Single,8095,18264,0,Y,No,13,3,4,80,0,17,5,3,16,6,0,13,No,Research & Development,5.0,4.0,464.0,3.0,MALE,62.0,3.0,3.0,2.0,Manufacturing Director
23,Travel_Rarely,1309,Life Sciences,1,Divorced,2904,16092,1,Y,No,12,3,3,80,2,4,2,2,4,2,0,2,No,Research & Development,26.0,,465.0,3.0,Male,,3.0,1.0,4.0,Research Scientist
41,Travel_Rarely,483,Medical,1,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,No,Research & ,6.0,3.0,,4.0,Male,95.0,2.0,,2.0,Manufacturing Director
47,Travel_Frequently,1309,Medical,1,Single,2976,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0,No,Sa,4.0,1.0,467.0,2.0,Male,99.0,3.0,2.0,3.0,Sales Representative
42,Travel_Rarely,810,Life Sciences,1,Single,15992,15901,2,Y,No,14,3,2,80,0,16,2,3,1,0,0,0,No,Research & Development,23.0,5.0,468.0,1.0,Female,44.0,3.0,4.0,4.0,Research Director
29,Non-Travel,746,Life Sciences,1,Married,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2,No,Sales,2.0,3.0,469.0,4.0,Male,61.0,3.0,,,Sales Executive
42,Travel_Rarely,544,Technical Degree,1,Divorced,2696,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0,No,Human Resources,,1.0,470.0,3.0,Male,52.0,3.0,,3.0,Human Resources
32,Travel_Rarely,1062,Medical,1,Married,2370,3956,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7,No,Research & Development,2.0,3.0,471.0,3.0,Female,75.0,3.0,1.0,2.0,Laboratory Technician
48,Travel_Rarely,530,Medical,1,Married,12504,23978,3,Y,No,21,4,2,80,1,15,3,1,0,0,0,0,No,Sales,29.0,1.0,473.0,1.0,Female,91.0,3.0,3.0,3.0,Manager
37,Travel_Rarely,1319,Medical,1,Divorced,5974,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7,No,Research & Development,6.0,3.0,474.0,3.0,Male,51.0,4.0,2.0,1.0,Research Scientist
30,Non-Travel,641,Technical Degree,1,Married,4736,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2,No,Sales,25.0,2.0,475.0,4.0,Female,85.0,3.0,2.0,3.0,Sales Executive
26,Travel_Rarely,933,Life Sciences,1,Married,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7,No,Sales,1.0,3.0,476.0,3.0,Male,57.0,3.0,,3.0,Sales Executive
42,Travel_Rarely,1332,Other,1,Single,6781,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0,No,Research & Development,2.0,4.0,4.0,1.0,Male,98.0,2.0,2.0,4.0,Healthcare Representative
21,Travel_Frequently,756,Technical Degree,1,Single,2174,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2,Yes,SaleS,1.0,1.0,4.0,1.0,Female,99.0,,1.0,2.0,Sales Representative
36,Non-Travel,845,Medical,1,Single,6653,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,0,No,Sales,1.0,5.0,479.0,4.0,Female,45.0,3.0,2.0,4.0,Sales Executive
36,Travel_Frequently,541,Medical,1,Married,9699,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12,No,Sales,3.0,4.0,481.0,1.0,Male,48.0,2.0,,,Sales Executive
57,Travel_Rarely,593,Medical,1,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2,No,Research & Development,,4.0,482.0,4.0,Male,88.0,3.0,2.0,,Healthcare Representative
40,Travel_Rarely,1171,Life Sciences,1,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,No,Research & Development,10.0,4.0,483.0,4.0,Fem,46.0,4.0,1.0,3.0,Laboratory Technician
21,Non-Travel,895,Medical,1,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2,No,,9.0,2.0,484.0,1.0,Male,,3.0,,4.0,Sales Representative
33,Travel_Rarely,350,Marketing,1,Single,2851,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0,Yes,Sales,5.0,3.0,485.0,4.0,Female,34.0,3.0,1.0,3.0,Sales Representative
37,Travel_Rarely,921,Medical,1,Married,3452,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3,No,Research & Development,10.0,3.0,486.0,3.0,Female,98.0,3.0,1.0,1.0,Laboratory Technician
46,Non-Travel,1144,Medical,1,Married,5258,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0,No,Research & Development,7.0,4.0,487.0,3.0,Female,30.0,3.0,2.0,,Manufacturing Director
41,Travel_Frequently,143,Marketing,1,Single,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7,Yes,Sales,4.0,3.0,488.0,1.0,Male,56.0,3.0,2.0,2.0,Sales Executive
50,Travel_Rarely,1046,Technical Degree,1,Single,10496,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3,No,Research & Development,10.0,3.0,491.0,4.0,Male,100.0,2.0,3.0,4.0,Healthcare Representative
40,Travel_Rarely,575,Marketing,1,Married,6380,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0,Yes,Sales,22.0,2.0,4.0,3.0,Male,,2.0,2.0,3.0,Sales Executive
31,Travel_Rarely,408,Life Sciences,1,Single,2657,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2,No,Research & Development,9.0,4.0,493.0,3.0,Male,42.0,2.0,1.0,2.0,Research Scientist
21,Travel_Rarely,156,Life Sciences,1,Single,2716,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,Yes,Sales,12.0,3.0,4.0,3.0,Female,90.0,4.0,1.0,2.0,Sales Representative
29,Travel_Rarely,1283,Life Sciences,1,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2,No,Research & Development,23.0,3.0,495.0,4.0,Male,54.0,3.0,1.0,4.0,Research Scientist
35,Travel_Rarely,755,Life Sciences,1,Single,6540,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0,No,,9.0,4.0,496.0,3.0,,97.0,2.0,2.0,2.0,Healthcare Representative
27,Travel_Rarely,1469,Medical,1,Divorced,3816,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4,No,Research & Development,1.0,2.0,497.0,4.0,Male,82.0,,1.0,2.0,Laboratory Technician
28,Travel_Rarely,304,Life Sciences,1,Single,5253,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7,No,Sales,9.0,4.0,4.0,2.0,Male,92.0,3.0,2.0,,Sales Executive
49,Travel_Rarely,1261,Other,1,Single,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0,No,Research & ,7.0,3.0,499.0,2.0,Male,31.0,2.0,3.0,3.0,Healthcare Representative
51,Travel_Rarely,1178,Life Sciences,1,Married,4936,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7,No,Sales,,2.0,500.0,3.0,Female,87.0,3.0,2.0,4.0,Sales Executive
36,Travel_Rarely,329,Life Sciences,1,Married,2543,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2,No,Research & Development,2.0,3.0,,4.0,Fem,96.0,,1.0,3.0,Research Scientist
34,Non-Travel,1362,Marketing,1,Single,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4,Yes,Sales,19.0,3.0,502.0,1.0,Male,6.0,4.0,2.0,4.0,Sales Executive
55,Travel_Rarely,1311,Life Sciences,1,Single,16659,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2,No,Research & Development,2.0,,505.0,,Female,97.0,3.0,4.0,4.0,Manager
24,Travel_Rarely,1371,Marketing,1,Divorced,4260,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3,No,Sales,10.0,4.0,507.0,4.0,Female,77.0,3.0,2.0,3.0,Sales Executive
30,Travel_Rarely,202,Technical Degree,1,Married,2476,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0,No,Sa,,1.0,508.0,3.0,Ma,72.0,3.0,1.0,2.0,Sales Representative
26,Travel_Frequently,575,Technical Degree,1,Single,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4,Yes,Research & Development,,1.0,510.0,3.0,Male,73.0,,1.0,,Research Scientist
22,Travel_Rarely,253,Medical,1,Married,2244,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2,No,Research & Development,11.0,3.0,511.0,1.0,Female,43.0,3.0,1.0,2.0,Research Scientist
36,Travel_Rarely,164,Medical,1,Married,7596,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0,No,Sales,2.0,2.0,513.0,2.0,Male,,2.0,3.0,3.0,Sales Executive
30,Travel_Frequently,464,Technical Degree,1,Single,2285,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0,Yes,Research & Development,4.0,3.0,514.0,3.0,Male,40.0,3.0,1.0,4.0,Research Scientist
37,Travel_Rarely,1107,Life Sciences,1,Divorced,3034,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17,No,Research & Development,14.0,3.0,515.0,4.0,Female,95.0,3.0,1.0,1.0,Laboratory Technician
40,Travel_Rarely,759,Marketing,1,Divorced,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3,No,Sales,2.0,2.0,516.0,4.0,Female,46.0,3.0,,2.0,Sales Executive
42,Travel_Rarely,201,Life Sciences,1,Divorced,2576,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2,No,Research & Development,1.0,4.0,517.0,2.0,fEmAle,95.0,3.0,1.0,1.0,Laboratory Technician
37,Travel_Rarely,1305,Life Sciences,1,Single,4197,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,No,Research & Development,10.0,4.0,518.0,3.0,Male,49.0,3.0,2.0,2.0,Manufacturing Director
43,Travel_Rarely,982,Life Sciences,1,Divorced,14336,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9,No,Research & Development,1.0,3.0,520.0,1.0,,59.0,2.0,4.0,2.0,Research Director
40,Travel_Rarely,555,Medical,1,Married,3448,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0,No,ResearCH & DEVElOPmeNt,2.0,3.0,521.0,,,78.0,2.0,2.0,3.0,Laboratory Technician
54,Travel_Rarely,821,Medical,1,Married,19406,8509,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2,No,Research & Development,5.0,2.0,522.0,1.0,Male,86.0,3.0,5.0,1.0,Research Director
34,Non-Travel,1381,Marketing,1,Married,6538,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2,No,Sa,4.0,4.0,523.0,3.0,femaLe,72.0,3.0,2.0,3.0,Sales Executive
31,Travel_Rarely,480,Medical,1,Married,4306,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12,No,Research & Development,7.0,2.0,524.0,2.0,Female,31.0,3.0,,1.0,Manufacturing Director
43,Travel_Frequently,313,Medical,1,Married,2258,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2,No,Research & Development,21.0,,5.0,4.0,Ma,61.0,,1.0,4.0,Laboratory Technician
43,Travel_Rarely,1473,Other,1,Divorced,4522,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2,No,Research & Development,8.0,4.0,526.0,3.0,,74.0,3.0,2.0,3.0,Healthcare Representative
25,Travel_Rarely,891,Life Sciences,1,Single,4487,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3,No,Sales,4.0,2.0,527.0,2.0,Female,9.0,2.0,,4.0,Sales Executive
37,Non-Travel,1063,Medical,1,Married,4449,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7,No,Research & Development,25.0,5.0,529.0,2.0,Female,7.0,3.0,2.0,3.0,Research Scientist
31,Travel_Rarely,329,Life Sciences,1,Married,2218,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2,No,Research & Development,1.0,2.0,530.0,4.0,Male,98.0,2.0,1.0,1.0,Laboratory Technician
39,Travel_Frequently,1218,Life Sciences,1,Divorced,19197,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6,No,Research & Development,1.0,1.0,531.0,2.0,Male,52.0,3.0,5.0,3.0,Manager
56,Travel_Frequently,906,Life Sciences,1,Married,13212,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7,No,Sales,6.0,3.0,532.0,,,86.0,4.0,4.0,,Sales Executive
30,Travel_Rarely,1082,Technical Degree,1,Single,6577,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4,No,Sales,,3.0,533.0,2.0,Female,83.0,3.0,2.0,3.0,Sales Executive
41,Travel_Rarely,645,Marketing,1,Married,8392,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7,No,sales,1.0,3.0,,2.0,Male,49.0,4.0,,1.0,Sales Executive
28,Travel_Rarely,1300,Medical,1,Divorced,4558,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8,No,,17.0,2.0,5.0,3.0,Male,79.0,,2.0,1.0,Laboratory Technician
25,Travel_Rarely,688,Medical,1,Married,4031,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2,Yes,RESearch & developmENT,,3.0,538.0,1.0,Male,91.0,3.0,1.0,1.0,Laboratory Technician
52,Travel_Rarely,319,Medical,1,Married,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,No,Research & Development,3.0,3.0,543.0,4.0,Male,39.0,2.0,3.0,3.0,Manufacturing Director
45,Travel_Rarely,192,Life Sciences,1,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,No,Research & Development,10.0,2.0,544.0,1.0,Male,69.0,3.0,1.0,,Research Scientist
52,Travel_Rarely,1490,Life Sciences,1,Married,16555,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4,No,Research & Development,4.0,2.0,546.0,4.0,Female,30.0,3.0,4.0,4.0,Manager
42,Travel_Frequently,532,Life Sciences,1,Divorced,4556,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2,No,Research & ,29.0,2.0,547.0,1.0,Female,92.0,3.0,2.0,,Research Scientist
30,Travel_Rarely,317,Life Sciences,1,Single,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2,No,Research & ,2.0,3.0,548.0,3.0,Female,43.0,,2.0,4.0,Manufacturing Director
60,Travel_Rarely,422,Life Sciences,1,Married,19566,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10,No,Research & ,7.0,3.0,549.0,1.0,Female,41.0,3.0,,1.0,Manager
46,Travel_Rarely,1485,Medical,1,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,No,Research & Development,18.0,3.0,550.0,3.0,Female,87.0,3.0,2.0,3.0,Manufacturing Director
42,Travel_Frequently,1368,Technical Degree,1,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4,No,,28.0,4.0,551.0,4.0,,88.0,2.0,2.0,4.0,Healthcare Representative
24,Travel_Rarely,1448,Technical Degree,1,Single,3202,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4,Yes,Sales,1.0,1.0,554.0,1.0,Female,62.0,,1.0,,Sales Representative
34,Travel_Frequently,296,Marketing,1,Divorced,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,Yes,Sales,6.0,2.0,555.0,4.0,Female,33.0,1.0,1.0,3.0,Sales Representative
38,Travel_Frequently,1490,Life Sciences,1,Married,1702,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0,No,Research & Development,2.0,2.0,556.0,4.0,Male,42.0,3.0,1.0,4.0,Laboratory Technician
40,Travel_Rarely,1398,Life Sciences,1,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,No,sAles,2.0,4.0,558.0,3.0,FeMale,79.0,3.0,5.0,3.0,Manager
26,Travel_Rarely,1349,Life Sciences,1,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,No,Research & Development,23.0,3.0,560.0,1.0,Female,90.0,3.0,1.0,4.0,Research Scientist
30,Non-Travel,1400,Life Sciences,1,Married,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,No,reSeArch & DEVelOPmENT,,3.0,562.0,,Male,53.0,3.0,1.0,4.0,Laboratory Technician
29,Travel_Rarely,986,Medical,1,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,No,Research & Development,3.0,4.0,564.0,,Male,93.0,2.0,3.0,3.0,Research Director
29,Travel_Rarely,408,Technical Degree,1,Married,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,Yes,Research & Development,25.0,5.0,,3.0,Female,71.0,2.0,1.0,2.0,Research Scientist
19,Travel_Rarely,489,Technical Degree,1,Single,2564,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,Yes,Human Resources,2.0,2.0,566.0,1.0,MaLE,52.0,2.0,1.0,,Human Resources
30,Non-Travel,1398,Other,1,Married,8412,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8,No,Sales,22.0,4.0,567.0,3.0,Female,69.0,3.0,3.0,1.0,Sales Executive
57,Travel_Rarely,210,Marketing,1,Divorced,14118,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0,No,Sales,29.0,3.0,568.0,1.0,Male,56.0,2.0,4.0,4.0,Manager
50,Travel_Rarely,1099,Life Sciences,1,Married,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7,No,Research & Development,29.0,4.0,569.0,2.0,,88.0,2.0,4.0,3.0,Manager
30,Non-Travel,1116,Medical,1,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,No,,,,5.0,3.0,Female,49.0,3.0,1.0,4.0,Laboratory Technician
60,Travel_Frequently,1499,Marketing,1,Married,10266,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11,No,SaLEs,28.0,3.0,573.0,3.0,,80.0,2.0,,1.0,Sales Executive
47,Travel_Rarely,983,Medical,1,Divorced,5070,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4,No,Research & Development,2.0,2.0,574.0,1.0,Female,65.0,3.0,2.0,4.0,Manufacturing Director
46,Travel_Rarely,1009,Life Sciences,1,Married,17861,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1,No,Research & Development,2.0,3.0,,1.0,Male,51.0,3.0,,3.0,Research Director
35,Travel_Rarely,144,Life Sciences,1,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,No,Research & Development,22.0,3.0,577.0,4.0,Male,46.0,,1.0,3.0,Laboratory Technician
54,Travel_Rarely,548,Life Sciences,1,Single,3780,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0,No,Research & Development,,4.0,578.0,3.0,Female,42.0,3.0,2.0,3.0,Laboratory Technician
34,Travel_Rarely,1303,Life Sciences,1,Divorced,2768,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7,No,Research & Development,2.0,4.0,579.0,4.0,Male,62.0,2.0,1.0,3.0,Research Scientist
46,Travel_Rarely,1125,Marketing,1,Married,9071,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2,No,Sales,10.0,3.0,580.0,3.0,fEmAlE,94.0,2.0,3.0,4.0,Sales Executive
31,Travel_Rarely,1274,Life Sciences,1,Divorced,10648,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8,No,Research & Development,9.0,1.0,581.0,3.0,Male,33.0,3.0,3.0,2.0,Manufacturing Director
33,Travel_Rarely,1277,Medical,1,Married,13610,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7,Yes,Research & Development,1.0,1.0,582.0,2.0,Male,56.0,3.0,3.0,3.0,Manager
33,Travel_Rarely,587,Medical,1,Divorced,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3,Yes,Research & Development,10.0,1.0,584.0,1.0,Male,38.0,1.0,1.0,4.0,Laboratory Technician
30,Travel_Rarely,413,Marketing,1,Single,2983,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,No,Sales,7.0,1.0,585.0,4.0,Male,57.0,3.0,1.0,2.0,Sales Representative
35,Travel_Rarely,1276,Life Sciences,1,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0,No,Research & Development,1.0,3.0,586.0,,Male,72.0,3.0,3.0,3.0,Healthcare Representative
31,Travel_Frequently,534,Life Sciences,1,Married,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0,Yes,Research & Development,20.0,3.0,587.0,1.0,Male,66.0,3.0,,3.0,Healthcare Representative
34,Travel_Frequently,988,Human Resources,1,Divorced,9950,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2,Yes,Human Resources,23.0,3.0,5.0,2.0,Female,43.0,3.0,3.0,1.0,Human Resources
42,Travel_Frequently,1474,Other,1,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,No,Research & Development,5.0,2.0,591.0,2.0,Male,97.0,3.0,1.0,3.0,Laboratory Technician
36,Non-Travel,635,Medical,1,Single,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,No,Sales,,4.0,592.0,2.0,Male,32.0,3.0,,,Sales Executive
22,Travel_Frequently,1368,Technical Degree,1,Single,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Yes,reSeARCh & DEVelopMeNT,,1.0,593.0,3.0,Male,99.0,2.0,1.0,3.0,Laboratory Technician
48,Travel_Rarely,163,Marketing,1,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,No,sAlEs,2.0,5.0,595.0,2.0,Female,37.0,3.0,2.0,4.0,Sales Executive
55,Travel_Rarely,1117,Life Sciences,1,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,No,Sa,18.0,5.0,597.0,1.0,Fem,83.0,3.0,4.0,2.0,Manager
41,Non-Travel,267,Life Sciences,1,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,No,Sales,10.0,2.0,599.0,4.0,Male,56.0,3.0,2.0,4.0,Sales Executive
35,Travel_Rarely,619,Marketing,1,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,No,Sales,1.0,3.0,6.0,2.0,Male,85.0,3.0,2.0,3.0,Sales Executive
